Data No,Model（2―tractor，3― Dump truck）,Series（4―M3000，8―X3000）,Total mileage from April to July 2022,Mileage sorting,Mileage (mileage after cleaning),Total accumulated mileage (for reference only),Relative fuel consumption,Fuel consumption per hundred kilometers（oilcan/mileage*100）,Maximum speed,Engine running time,Idle time,Driving time,Average speed,Idle times,Number of times of slamming the accelerator,Number of rapid acceleration,Number of rapid deceleration,Number of braking for a long time,Fatigue driving time,Fatigue driving times,Accumulative time length of speed change outside the green zone,Cumulative times of speed change outside the green zone,High throttle times,Cold driving times,Long-time clutch times,Number of coasts in neutral,Number of overspeed at 40km/h,Number of overspeed at 50km/h,Number of overspeed at 60km/h,Number of overspeed at 70km/h,Number of overspeed at 80km/h,Number of overspeed at 90km/h,Number of overspeed at 100km/h,Number of overspeed at 110km/h,Accumulated time of slamming on the accelerator,Accumulated duration of rapid acceleration,Accumulated duration of rapid deceleration,Accumulated duration of braking for a long time,Accumulated duration of large throttle,Cold driving time,Accumulated length of long time clutch,Accumulated length of neutral sliding,40km/h overspeed duration,50km/h overspeed duration,60km/h overspeed duration,70km/h overspeed duration,80km/h overspeed duration,90km/h overspeed duration,100km/h overspeed duration,110km/h overspeed duration,Number of times to stop and press the accelerator,Duration of parking and depressing the accelerator,Number of times to stop immediately,Immediate flameout time when parking,Number of flameout stops,Shutdown time,risk_tag,Number of overspeed,overspeed duration
1703192082,3.0,4.0,28128.69,450.0,236.3755462184874,436560.61344537814,89.86134453781513,34.620084033613445,72.90756302521008,25606.89075630252,990.8151260504202,22392.33613445378,33.747899159663866,1.596638655462185,0.0,41.39495798319328,84.3109243697479,0.0,14650.0756302521,0.6722689075630253,26565.210084033613,331.52941176470586,0.0,88.87394957983193,89.50420168067227,80.3109243697479,23.50420168067227,12.823529411764707,3.8151260504201683,0.8571428571428571,0.008403361344537815,0.0,0.0,0.0,0.0,82.08403361344538,179.15126050420167,0.0,0.0,19526.008403361346,5543.252100840336,2130.831932773109,7164.36974789916,4002.6638655462184,1430.9495798319329,407.02521008403363,1.6470588235294117,0.0,0.0,0.0,0.0,0.0,19.80672268907563,142.52941176470588,8.789915966386555,6820.8403361344535,less_frq_risky,41.00840336134454,13006.655462184875
1705251207,3.0,4.0,35729.24,82.0,300.24571428571426,164004.38655462186,122.87394957983193,49.505546218487396,107.89075630252101,36661.008403361346,306.5126050420168,31093.201680672268,31.798319327731093,0.6554621848739496,237.8403361344538,99.83193277310924,119.69747899159664,0.0,25677.680672268907,0.7394957983193278,45286.47899159664,500.78991596638656,158.5966386554622,132.99159663865547,109.98319327731092,120.32773109243698,20.95798319327731,9.327731092436975,3.100840336134454,1.8991596638655461,0.6638655462184874,0.36134453781512604,0.3445378151260504,0.24369747899159663,469.47899159663865,203.81512605042016,254.9327731092437,0.0,1947.436974789916,25256.302521008405,2083.0672268907565,3210.6638655462184,5003.81512605042,2206.9747899159665,855.2941176470588,544.1344537815127,261.7226890756302,193.18487394957984,169.36974789915968,87.6470588235294,3.436974789915966,41.747899159663866,27.899159663865547,249.6218487394958,11.46218487394958,15319.773109243697,less_frq_risky,36.899159663865554,9322.142857142857
1709050423,3.0,4.0,24307.5,982.0,204.26470588235293,171442.9411764706,67.99159663865547,55.836470588235294,60.23529411764706,20299.159663865546,0.0,20299.159663865546,23.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,28.436974789915965,16.361344537815125,12.3109243697479,6.3277310924369745,1.3781512605042017,0.7815126050420168,0.20168067226890757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.4201680672269,710.0252100840336,8284.050420168067,6210.579831932773,3205.915966386555,1194.0588235294117,521.7563025210084,55.319327731092436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,less_frq_risky,37.36134453781513,19471.680672268907
1712111736,3.0,8.0,54724.81,46.0,471.76560344827584,195644.16379310345,197.29310344827587,50.70275862068965,74.37068965517241,44051.89655172414,2794.4655172413795,38691.21551724138,42.10344827586207,5.043103448275862,17.724137931034484,7.137931034482759,29.448275862068964,0.0,15614.189655172413,0.646551724137931,30160.370689655174,185.64655172413794,3.2413793103448274,22.836206896551722,18.74137931034483,17.448275862068964,23.07758620689655,21.70689655172414,14.620689655172415,3.9913793103448274,0.034482758620689655,0.0,0.0,0.0,34.93103448275862,12.482758620689655,62.78448275862069,0.0,37.08620689655172,12656.051724137931,299.69827586206895,295.38793103448273,24004.293103448275,19204.008620689656,8490.094827586207,1413.0258620689656,9.862068965517242,0.0,0.0,0.0,0.39655172413793105,3.5775862068965516,6.482758620689655,69.88793103448276,5.922413793103448,13002.73275862069,less_frq_risky,63.43103448275862,53121.28448275861
1712162090,3.0,8.0,49533.6,102.0,416.2487394957983,340009.1596638655,194.3361344537815,45.452184873949584,82.36134453781513,50230.58823529412,339.94117647058823,49335.3025210084,28.798319327731093,0.5462184873949579,18.126050420168067,2.319327731092437,4.756302521008403,0.0,753.890756302521,0.03361344537815126,3686.8067226890757,25.647058823529413,10.966386554621849,2.4453781512605044,63.94117647058823,85.3781512605042,35.621848739495796,22.95798319327731,12.302521008403362,5.840336134453781,1.9915966386554622,0.0,0.0,0.0,35.84033613445378,4.201680672268908,9.957983193277311,0.0,99.84033613445378,447.8151260504202,2266.2605042016808,1408.9915966386554,15898.285714285714,8906.210084033613,4125.252100840336,1854.3529411764705,612.5546218487395,0.0,0.0,0.0,0.19327731092436976,2.1596638655462184,0.6554621848739496,5.80672268907563,0.3865546218487395,1266.546218487395,less_frq_risky,78.71428571428571,31396.655462184877
1712163482,3.0,8.0,55415.43,38.0,477.71922413793106,285987.5948275862,206.68103448275863,65.16051724137931,80.39655172413794,36116.379310344826,2596.9655172413795,30832.181034482757,50.956896551724135,4.120689655172414,162.81034482758622,16.344827586206897,33.31896551724138,0.0,24756.91379310345,0.8275862068965517,58194.9224137931,322.44827586206895,182.3793103448276,43.37931034482759,99.47413793103448,61.06896551724138,25.982758620689655,24.482758620689655,22.560344827586206,13.939655172413794,7.517241379310345,0.0,0.0,0.0,321.32758620689657,31.198275862068964,70.32758620689656,0.0,4151.1551724137935,29236.387931034482,3189.698275862069,1088.2758620689656,21594.827586206895,19198.146551724138,13589.465517241379,5946.431034482759,3394.905172413793,0.0,0.0,0.0,7.853448275862069,215.93103448275863,10.025862068965518,104.93103448275862,2.9482758620689653,10654.646551724138,less_frq_risky,94.48275862068967,63723.77586206896
1712191316,3.0,8.0,42287.8,325.0,395.21308411214955,27935.635514018693,116.45794392523365,30.333457943925232,101.3177570093458,24342.056074766355,0.0,24342.056074766355,48.14018691588785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.26168224299065,36.05607476635514,16.8411214953271,14.97196261682243,13.83177570093458,11.25233644859813,9.280373831775702,8.074766355140186,3.616822429906542,0.5514018691588785,0.0,0.0,0.0,0.0,0.0,0.0,16275.336448598131,1592.822429906542,9058.43925233645,7709.7009345794395,6531.205607476635,5025.7009345794395,3990.88785046729,2926.3644859813085,1163.7196261682243,156.21495327102804,0.0,0.0,0.0,0.0,0.0,0.0,less_frq_risky,78.42056074766356,36562.233644859814
1712202420,3.0,8.0,53486.5,54.0,465.1,359306.4608695652,161.7086956521739,34.42860869565217,122.41739130434783,33932.34782608696,1804.904347826087,28903.22608695652,56.2695652173913,2.965217391304348,129.59130434782608,66.08695652173913,106.35652173913043,44.8,15754.93043478261,0.5652173913043478,55060.086956521736,346.2869565217391,105.6086956521739,51.678260869565214,53.052173913043475,93.14782608695653,28.982608695652175,27.2,24.139130434782608,19.42608695652174,12.139130434782608,5.582608695652174,1.7478260869565216,0.1565217391304348,256.82608695652175,132.94782608695652,227.05217391304348,1801.0782608695652,1813.2782608695652,25053.373913043477,1245.1391304347826,3403.2869565217393,15627.634782608695,12883.452173913043,10111.15652173913,7234.626086956522,4016.9826086956523,1606.695652173913,456.0173913043478,36.30434782608695,1.3217391304347825,8.043478260869565,13.104347826086956,110.51304347826087,6.791304347826087,15293.35652173913,less_frq_risky,119.37391304347827,51972.86956521739
1712204320,3.0,8.0,55223.96,42.0,464.06689075630254,124371.6218487395,179.1764705882353,40.87016806722689,79.4201680672269,34972.94117647059,1822.7226890756303,30797.302521008405,51.08403361344538,2.563025210084034,103.75630252100841,6.184873949579832,27.571428571428573,2.630252100840336,23004.8487394958,0.7647058823529411,44945.731092436974,275.5126050420168,0.0,37.05882352941177,37.08403361344538,73.6470588235294,25.100840336134453,24.949579831932773,19.34453781512605,12.319327731092438,2.7478991596638656,0.0,0.0,0.0,205.51260504201682,10.15126050420168,58.53781512605042,408.4957983193277,0.0,25234.386554621848,495.6806722689076,1618.18487394958,21077.697478991595,18898.722689075632,11919.159663865546,6297.966386554622,1618.4033613445379,0.0,0.0,0.0,0.453781512605042,2.008403361344538,11.53781512605042,104.50420168067227,4.470588235294118,11756.193277310924,less_frq_risky,84.46218487394958,59811.94957983193
1803010317,2.0,8.0,98997.78,956.0,831.9141176470588,964778.8823529412,212.43697478991598,20.123361344537813,94.56302521008404,43584.20168067227,1501.6050420168067,40523.12605042017,52.65546218487395,1.453781512605042,95.58823529411765,2.563025210084034,11.042016806722689,16.49579831932773,5698.966386554622,0.14285714285714285,27405.025210084033,299.65546218487395,4.277310924369748,33.64705882352941,144.109243697479,218.11764705882354,3.2521008403361344,4.722689075630252,7.512605042016807,12.77310924369748,5.0588235294117645,0.15966386554621848,0.0,0.0,189.25210084033614,4.7899159663865545,23.352941176470587,1807.2436974789916,52.54621848739496,30670.29411764706,2175.378151260504,4238.64705882353,1017.453781512605,1412.1176470588234,2165.6890756302523,3399.344537815126,1204.8067226890757,35.45378151260504,0.0,0.0,0.14285714285714285,1.0,4.873949579831932,47.109243697478995,2.6638655462184873,11368.0756302521,less_frq_risky,33.478991596638664,9234.865546218489
